position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
726,Millipede,2600,Atari  ,Atari  ,N/A  ,N/A  ,N/A  ,N/A,0.48m,0.45m,0.03m,N/A,0.01m,01st Jan 84  ,N/A
727,Farpoint,PS4,Sony Interactive Entertainment  ,Impulse Gear  ,N/A  ,N/A  ,N/A  ,N/A,0.48m,N/A,0.38m,0.04m,0.06m,16th May 17  ,23rd Sep 18
728,Battleborn,PS4,2K Games  ,Gearbox Software  ,N/A  ,N/A  ,N/A  ,N/A,0.48m,0.25m,0.12m,0.03m,0.08m,03rd May 16  ,N/A
729,Dark Sector,X360,D3 Publisher  ,Digital Extremes  ,N/A  ,7.1  ,N/A  ,N/A,0.48m,0.22m,0.20m,0.01m,0.05m,25th Mar 08  ,N/A
730,Far Cry 2,PC,Ubisoft  ,Ubisoft Montreal  ,N/A  ,8.4  ,N/A  ,N/A,0.48m,0.01m,0.45m,N/A,0.02m,21st Oct 08  ,N/A
731,Tom Clancy's The Division,PC,Ubisoft  ,Massive Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.48m,0.26m,0.18m,N/A,0.04m,08th Mar 16  ,04th May 18
732,Wolfenstein: The Old Blood,PS4,Bethesda Softworks  ,MachineGames  ,N/A  ,N/A  ,N/A  ,N/A,0.48m,0.13m,0.25m,0.02m,0.07m,05th May 15  ,21st Apr 18
733,BioShock: The Collection,XOne,2K Games  ,"Blind Squirrel Digital, Inc  ",N/A  ,N/A  ,N/A  ,N/A,0.48m,0.35m,0.08m,N/A,0.05m,13th Sep 16  ,30th Apr 18
734,Alien Trilogy,PS,Acclaim Entertainment  ,Probe Entertainment Limited  ,N/A  ,8.0  ,N/A  ,N/A,0.47m,0.24m,0.16m,0.04m,0.03m,01st Sep 97  ,N/A
735,Dark Sector,PS3,D3 Publisher  ,Digital Extremes  ,N/A  ,7.2  ,N/A  ,N/A,0.47m,0.23m,0.16m,0.01m,0.07m,25th Mar 08  ,N/A
736,F.E.A.R. 2: Project Origin,PS3,Warner Bros. Interactive  ,Monolith Productions  ,N/A  ,8.2  ,N/A  ,N/A,0.47m,0.19m,0.20m,0.01m,0.08m,10th Feb 09  ,N/A
737,Unreal Tournament III,X360,Midway Games  ,Epic Games  ,8.3  ,7.8  ,N/A  ,N/A,0.47m,0.25m,0.17m,0.01m,0.05m,07th Jul 08  ,N/A
738,Shadowrun (2007),X360,Microsoft Game Studios  ,FASA Studio  ,N/A  ,6.3  ,N/A  ,N/A,0.47m,0.41m,0.02m,N/A,0.04m,29th May 07  ,02nd Nov 18
739,Dead Space Extraction,Wii,Electronic Arts  ,Visceral Games  ,8.7  ,8.2  ,N/A  ,N/A,0.47m,0.32m,0.10m,0.01m,0.04m,28th Sep 09  ,N/A
740,Doom 64,N64,Midway Games  ,Midway Studios San Diego  ,N/A  ,7.4  ,N/A  ,N/A,0.47m,0.38m,0.08m,N/A,0.01m,31st Mar 97  ,N/A
741,Payday 2,PS3,505 Games  ,Overkill Software  ,N/A  ,N/A  ,N/A  ,N/A,0.47m,0.24m,0.15m,N/A,0.08m,13th Aug 13  ,08th Jan 18
742,Running with Rifles,PC,Modulaatio Games  ,Modulaatio Games  ,N/A  ,N/A  ,N/A  ,0.47m,N/A,N/A,N/A,N/A,N/A,02nd Apr 15  ,N/A
743,Iridion 3D,GBA,Majesco  ,Shin'en GmbH  ,N/A  ,5.6  ,N/A  ,N/A,0.46m,0.33m,0.12m,N/A,0.01m,29th May 01  ,N/A
744,Syphon Filter: Logan's Shadow,PSP,Sony Computer Entertainment  ,SCEA Bend Studio  ,N/A  ,8.4  ,N/A  ,N/A,0.46m,0.25m,0.12m,N/A,0.09m,02nd Oct 07  ,N/A
745,Brothers In Arms: D-Day,PSP,Ubisoft  ,Gearbox Software  ,N/A  ,6.8  ,N/A  ,N/A,0.46m,0.23m,0.14m,N/A,0.09m,05th Dec 06  ,N/A
746,Red Faction: Armageddon,PS3,THQ  ,Volition Inc.  ,8.3  ,7.0  ,N/A  ,N/A,0.46m,0.20m,0.15m,0.03m,0.07m,07th Jun 11  ,N/A
747,Battlefield: Hardline,PS3,Electronic Arts  ,EA DICE  ,N/A  ,N/A  ,N/A  ,N/A,0.46m,0.15m,0.17m,0.08m,0.06m,17th Mar 15  ,11th Apr 18
748,Brothers In Arms: Road to Hill 30,PS2,Ubisoft  ,Gearbox Software  ,N/A  ,N/A  ,N/A  ,N/A,0.46m,0.38m,0.01m,N/A,0.06m,15th Mar 05  ,N/A
749,Wolfenstein: The New Order,PS3,Bethesda Softworks  ,MachineGames  ,N/A  ,N/A  ,N/A  ,N/A,0.46m,0.14m,0.22m,0.02m,0.07m,20th May 14  ,25th Mar 19
750,Aliens: Colonial Marines,PC,Sega  ,Gearbox Software  ,N/A  ,N/A  ,N/A  ,0.46m,N/A,N/A,N/A,N/A,N/A,12th Feb 13  ,30th Jan 19
751,Delta Force: Black Hawk Down,PS2,NovaLogic  ,Rebellion Developments  ,N/A  ,N/A  ,N/A  ,N/A,0.46m,0.22m,0.17m,N/A,0.06m,26th Jul 05  ,N/A
752,Space Invaders,SNES,Nintendo  ,Taito Corporation  ,N/A  ,N/A  ,N/A  ,N/A,0.46m,N/A,N/A,0.46m,0.00m,01st Nov 97  ,N/A
753,Missile Command,PS,Hasbro Interactive  ,Meyer/Glass Interactive  ,N/A  ,N/A  ,N/A  ,N/A,0.45m,0.25m,0.17m,N/A,0.03m,30th Nov 99  ,N/A
754,The Chronicles of Riddick: Escape From Butcher Bay,XB,VU Games  ,Starbreeze Studios/Tigon Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.45m,0.32m,0.11m,N/A,0.02m,01st Jun 04  ,N/A
755,Area 51,PS2,Midway Games  ,Midway Studios Austin  ,N/A  ,7.7  ,N/A  ,N/A,0.45m,0.22m,0.17m,N/A,0.06m,25th Apr 05  ,N/A
756,Enemy Territory: Quake Wars,X360,Activision  ,Nerve Software  ,N/A  ,6.7  ,N/A  ,N/A,0.45m,0.30m,0.11m,N/A,0.04m,27th May 08  ,N/A
757,Star Wars Jedi Knight: Jedi Academy,XB,LucasArts  ,Vicarious Visions  ,N/A  ,N/A  ,N/A  ,N/A,0.45m,0.34m,0.10m,N/A,0.02m,19th Nov 03  ,N/A
758,Phoenix,2600,Atari  ,Centuri  ,N/A  ,N/A  ,N/A  ,N/A,0.45m,0.42m,0.02m,N/A,0.00m,01st Jan 82  ,N/A
759,F.E.A.R. 3,PS3,Warner Bros. Interactive  ,Day 1 Studios  ,N/A  ,7.8  ,N/A  ,N/A,0.45m,0.21m,0.16m,0.01m,0.07m,21st Jun 11  ,N/A
760,Prey (2017),XOne,Bethesda Softworks  ,Arkane Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.45m,0.21m,0.20m,N/A,0.04m,05th May 17  ,18th Jan 18
761,"Warhammer 40,000: Space Marine",PS3,THQ  ,Relic Entertainment  ,N/A  ,7.3  ,N/A  ,N/A,0.45m,0.13m,0.24m,N/A,0.08m,06th Sep 11  ,N/A
762,Kane & Lynch 2: Dog Days,PC,Square Enix  ,IO Interactive  ,N/A  ,6.5  ,N/A  ,0.45m,N/A,N/A,N/A,N/A,N/A,17th Aug 10  ,N/A
763,Defender II,2600,Atari  ,"Williams Electronic Games, Inc.  ",N/A  ,N/A  ,N/A  ,N/A,0.45m,0.42m,0.02m,N/A,0.00m,01st Jan 88  ,N/A
764,F.E.A.R. 3,X360,Warner Bros. Interactive  ,Day 1 Studios  ,7.5  ,7.8  ,N/A  ,N/A,0.45m,0.30m,0.11m,0.01m,0.04m,21st Jun 11  ,N/A
765,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,Sony Computer Entertainment  ,Slant Six Games  ,N/A  ,7.5  ,N/A  ,N/A,0.45m,0.17m,0.13m,0.06m,0.09m,16th Feb 10  ,N/A
766,Battlefield 2: Modern Combat,PS2,Electronic Arts  ,Digital Illusions  ,N/A  ,7.6  ,N/A  ,N/A,0.44m,0.37m,0.01m,N/A,0.06m,24th Oct 05  ,N/A
767,Independence Day,PS,Fox Interactive  ,Radical Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.44m,0.25m,0.17m,N/A,0.03m,28th Feb 97  ,N/A
768,Gundam SEED: Federation vs. Z.A.F.T.,PS2,Bandai  ,Capcom  ,N/A  ,N/A  ,N/A  ,N/A,0.44m,N/A,N/A,0.44m,N/A,17th Nov 05  ,N/A
769,Star Fox: Zero,WiiU,Nintendo  ,Nintendo EPD  ,N/A  ,6.7  ,N/A  ,N/A,0.44m,0.20m,0.12m,0.09m,0.03m,22nd Apr 16  ,18th Nov 18
770,Duke Nukem 64,N64,GT Interactive  ,EurocoEntertainment Software  ,N/A  ,N/A  ,N/A  ,N/A,0.44m,0.35m,0.08m,N/A,0.01m,31st Oct 97  ,N/A
771,TimeSplitters 2,GC,Eidos Interactive  ,Free Radical Design  ,N/A  ,N/A  ,N/A  ,N/A,0.44m,0.34m,0.09m,N/A,0.01m,16th Oct 02  ,N/A
772,Child of Eden,X360,Ubisoft  ,Q Entertainment  ,8.9  ,8.3  ,N/A  ,N/A,0.44m,0.28m,0.12m,N/A,0.04m,14th Jun 11  ,N/A
773,The Darkness,X360,2K Games  ,Starbreeze  ,N/A  ,8.3  ,N/A  ,N/A,0.44m,0.36m,0.04m,0.01m,0.03m,25th Jun 07  ,N/A
774,Resistance: Burning Skies,PSV,Sony Computer Entertainment  ,Nihilistic Software  ,7.4  ,N/A  ,N/A  ,N/A,0.44m,0.18m,0.16m,0.02m,0.08m,29th May 12  ,03rd Jan 18
775,Metro: Last Light,PS3,Deep Silver  ,4a-games  ,8.6  ,N/A  ,N/A  ,N/A,0.44m,0.14m,0.21m,0.03m,0.07m,14th May 13  ,17th Jul 18
776,007: Quantum of Solace,PS2,Activision  ,Treyarch  ,N/A  ,7.8  ,N/A  ,N/A,0.43m,0.17m,0.00m,0.00m,0.26m,04th Nov 08  ,N/A
777,Spec Ops: Covert Assault,PS,Take-Two Interactive  ,Runecraft  ,N/A  ,N/A  ,N/A  ,N/A,0.43m,0.24m,0.16m,N/A,0.03m,28th Jun 01  ,N/A
778,TimeSplitters,PS2,Eidos Interactive  ,Free Radical Design  ,N/A  ,N/A  ,N/A  ,N/A,0.43m,0.21m,0.17m,N/A,0.06m,23rd Oct 00  ,N/A
779,Doom (2016),NS,Bethesda Softworks  ,id Software  ,N/A  ,8.2  ,9.1  ,N/A,0.43m,0.24m,0.15m,0.01m,0.04m,10th Nov 17  ,05th Jan 18
780,Destiny: The Taken King,PS3,Activision  ,Bungie  ,N/A  ,N/A  ,N/A  ,N/A,0.43m,0.21m,0.12m,0.03m,0.07m,15th Sep 15  ,20th Apr 18
781,Sniper Elite III,XOne,505 Games  ,Rebellion Developments  ,N/A  ,N/A  ,N/A  ,N/A,0.43m,0.27m,0.12m,N/A,0.04m,01st Jul 14  ,22nd Sep 18
782,Sin and Punishment: Star Successor,Wii,Nintendo  ,"Treasure Co., Ltd.  ",7.6  ,8.4  ,N/A  ,N/A,0.43m,0.19m,0.14m,0.06m,0.03m,27th Jun 10  ,N/A
783,25 To Life,PS2,Eidos Interactive  ,Avalanche Software / Ritual Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.42m,0.35m,0.01m,N/A,0.06m,17th Jan 06  ,N/A
784,Medal of Honor: Rising Sun,GC,Electronic Arts  ,EA Los Angeles  ,N/A  ,6.6  ,N/A  ,N/A,0.42m,0.33m,0.09m,N/A,0.01m,11th Nov 03  ,N/A
785,Murder Miners,PC,JForce Games  ,JForce Games  ,N/A  ,N/A  ,N/A  ,0.42m,N/A,N/A,N/A,N/A,N/A,25th Jul 14  ,N/A
786,Army Men: Sarge's Heroes 2,N64,3DO  ,3DO  ,N/A  ,6.0  ,N/A  ,N/A,0.42m,0.34m,0.07m,N/A,0.00m,26th Sep 00  ,N/A
787,Battlefield 1942: The WW II Anthology,PC,Electronic Arts  ,Digital Illusions CE  ,N/A  ,N/A  ,N/A  ,0.42m,N/A,N/A,N/A,N/A,N/A,16th Apr 04  ,N/A
788,James Bond 007: Everything or Nothing,GC,Electronic Arts  ,EA Redwood Shores  ,N/A  ,7.4  ,N/A  ,N/A,0.42m,0.32m,0.08m,N/A,0.01m,17th Feb 04  ,N/A
789,Call of Duty: Black Ops II,WiiU,Activision  ,Treyarch  ,8.9  ,8.6  ,N/A  ,N/A,0.42m,0.20m,0.18m,N/A,0.04m,18th Nov 12  ,05th Jan 18
790,Call of Duty: Advanced Warfare,PC,Activision  ,Sledgehammer Games  ,N/A  ,8.6  ,N/A  ,N/A,0.42m,0.17m,0.22m,N/A,0.03m,04th Nov 14  ,04th Jan 18
791,BloodRayne,PS2,Majesco  ,Terminal Reality  ,N/A  ,N/A  ,N/A  ,N/A,0.42m,0.20m,0.16m,N/A,0.05m,15th Oct 02  ,N/A
792,Spec Ops: The Line,X360,2K Games  ,Yager Development  ,8.0  ,N/A  ,N/A  ,N/A,0.42m,0.21m,0.18m,N/A,0.04m,26th Jun 12  ,17th Sep 18
793,Black,XB,Electronic Arts  ,Criterion Games  ,N/A  ,N/A  ,N/A  ,N/A,0.42m,0.31m,0.09m,N/A,0.01m,28th Feb 06  ,N/A
794,Vanquish,X360,Sega  ,PlatinumGames  ,N/A  ,8.3  ,N/A  ,N/A,0.42m,0.19m,0.16m,0.03m,0.04m,19th Oct 10  ,N/A
795,Quake II,PS,Activision  ,HammerHead Ltd.  ,N/A  ,N/A  ,N/A  ,N/A,0.41m,0.23m,0.16m,N/A,0.03m,05th Oct 99  ,N/A
796,Tom Clancy's Rainbow Six: Lockdown,XB,Ubisoft  ,Red Storm Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.41m,0.26m,0.13m,N/A,0.02m,06th Sep 05  ,N/A
797,TimeShift,X360,Sierra Entertainment  ,Saber Interactive  ,N/A  ,7.0  ,N/A  ,N/A,0.41m,0.36m,0.02m,N/A,0.03m,30th Oct 07  ,N/A
798,Jamestown: Legend of the Lost Colony,PC,Unknown  ,Final Form Games  ,N/A  ,8.3  ,N/A  ,0.41m,N/A,N/A,N/A,N/A,N/A,08th Jun 11  ,N/A
799,Call of Duty: Modern Warfare: Mobilized,DS,Activision  ,n-Space  ,N/A  ,7.6  ,N/A  ,N/A,0.41m,0.36m,0.02m,N/A,0.03m,10th Nov 09  ,N/A
800,Medal of Honor Heroes 2,Wii,Electronic Arts  ,Team Fusion  ,N/A  ,N/A  ,N/A  ,N/A,0.41m,0.33m,0.04m,0.01m,0.03m,13th Nov 07  ,N/A
801,Battlefield 2: Modern Combat,X360,Electronic Arts  ,Digtal Illusions  ,N/A  ,7.8  ,N/A  ,N/A,0.41m,0.35m,0.02m,0.01m,0.03m,11th Apr 06  ,N/A
802,Destiny: The Collection,XOne,Activision  ,Bungie  ,N/A  ,N/A  ,N/A  ,N/A,0.41m,0.25m,0.12m,N/A,0.04m,19th Sep 16  ,14th Sep 18
803,Defender,PS2,Midway Games  ,7 Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.40m,0.20m,0.15m,N/A,0.05m,22nd Oct 02  ,N/A
804,The Gunstringer,X360,Microsoft Studios  ,Twisted Pixel Games  ,7.4  ,7.6  ,N/A  ,N/A,0.40m,0.26m,0.10m,N/A,0.04m,13th Sep 11  ,29th Sep 18
805,ArmA: Armed Assault,PC,Unknown  ,Bohemia Interactive Studio  ,N/A  ,N/A  ,N/A  ,0.40m,N/A,N/A,N/A,N/A,N/A,N/A  ,N/A
806,MDK,All,Playmates  ,Shiny Entertainment  ,N/A  ,N/A  ,N/A  ,0.40m,N/A,N/A,N/A,N/A,N/A,05th May 97  ,30th Mar 21
807,The Darkness II,X360,2K Games  ,Digital Extremes  ,8.1  ,N/A  ,N/A  ,N/A,0.40m,0.25m,0.11m,N/A,0.03m,07th Feb 12  ,N/A
808,Star Wars: Clone Wars,GC,LucasArts  ,Pandemic Studios  ,N/A  ,7.3  ,N/A  ,N/A,0.40m,0.31m,0.08m,N/A,0.01m,28th Oct 02  ,N/A
809,Destiny: The Taken King,X360,Activision  ,Bungie  ,N/A  ,N/A  ,N/A  ,N/A,0.40m,0.28m,0.08m,N/A,0.04m,15th Sep 15  ,20th Apr 18
810,Call of Duty: Finest Hour,GC,Activision  ,EXAKT Entertainment  ,N/A  ,7.7  ,N/A  ,N/A,0.40m,0.31m,0.08m,N/A,0.01m,16th Nov 04  ,N/A
811,Mobile Suit Gundam: Lost War Chronicles,PS2,Bandai  ,Bandai  ,N/A  ,N/A  ,N/A  ,N/A,0.39m,N/A,N/A,0.39m,N/A,01st Aug 02  ,N/A
812,The House of The Dead III,XB,Sega  ,Wow Entertainment  ,N/A  ,6.8  ,N/A  ,N/A,0.39m,0.29m,0.08m,N/A,0.01m,24th Oct 02  ,N/A
813,Condemned 2: Bloodshot,PS3,Sega  ,Monolith Productions  ,N/A  ,8.4  ,N/A  ,N/A,0.39m,0.17m,0.16m,N/A,0.06m,11th Mar 08  ,N/A
814,Red Faction: Armageddon,X360,THQ  ,Volition Inc.  ,N/A  ,7.1  ,N/A  ,N/A,0.39m,0.18m,0.16m,0.01m,0.04m,07th Jun 11  ,N/A
815,Tom Clancy's Ghost Recon 2: Summit Strike,XB,Ubisoft  ,Red Storm Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.39m,0.29m,0.08m,N/A,0.01m,02nd Aug 05  ,N/A
816,Wolfenstein: The New Order,X360,Bethesda Softworks  ,MachineGames  ,N/A  ,N/A  ,N/A  ,N/A,0.38m,0.18m,0.17m,N/A,0.03m,20th May 14  ,25th Mar 19
817,Turok: Evolution,GC,Acclaim Entertainment  ,Acclaim Studios Austin  ,N/A  ,7.4  ,N/A  ,N/A,0.38m,0.30m,0.08m,N/A,0.01m,31st Aug 02  ,N/A
818,Silent Scope,PS2,Konami  ,KCET  ,N/A  ,N/A  ,N/A  ,N/A,0.38m,0.19m,0.15m,N/A,0.05m,23rd Oct 00  ,N/A
819,Mercenaries 2: World in Flames,PS2,Electronic Arts  ,Pi Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.38m,0.21m,0.00m,0.00m,0.17m,31st Aug 08  ,N/A
820,Doom (2016),PC,Bethesda Softworks  ,id Software  ,N/A  ,N/A  ,N/A  ,N/A,0.38m,0.11m,0.24m,N/A,0.03m,13th May 16  ,14th Jan 18
821,Solaris,2600,Atari  ,Atari  ,N/A  ,N/A  ,N/A  ,N/A,0.37m,0.35m,0.02m,N/A,0.00m,13th Jul 86  ,N/A
822,Firewall: Zero Hour,PS4,Sony Interactive Entertainment  ,First Contact Entertainment Inc.  ,N/A  ,N/A  ,N/A  ,N/A,0.37m,0.14m,0.16m,0.02m,0.06m,29th Aug 18  ,26th Sep 18
823,Kileak: The DNA Imperative,PS,Sony Computer Entertainment  ,Genki  ,N/A  ,N/A  ,N/A  ,N/A,0.37m,0.08m,0.06m,0.21m,0.02m,01st Jan 95  ,N/A
824,Quake 4,X360,Activision  ,id Software / Raven Software  ,N/A  ,7.3  ,N/A  ,N/A,0.37m,0.32m,0.02m,N/A,0.03m,18th Nov 05  ,N/A
825,Panzer Dragoon,SAT,Sega  ,Team Andromeda  ,N/A  ,N/A  ,N/A  ,N/A,0.37m,N/A,N/A,0.37m,N/A,11th May 95  ,N/A
826,Turok: Rage Wars,N64,Acclaim Entertainment  ,Acclaim Studios Austin  ,N/A  ,N/A  ,N/A  ,N/A,0.37m,0.30m,0.06m,N/A,0.00m,23rd Nov 99  ,N/A
827,Rage,PC,Bethesda Softworks  ,id Software  ,N/A  ,7.8  ,N/A  ,N/A,0.37m,0.14m,0.18m,N/A,0.05m,04th Oct 11  ,N/A
828,The House of the Dead: Overkill - Extended Cut,PS3,Sega  ,Headstrong Games  ,N/A  ,7.2  ,N/A  ,N/A,0.37m,0.15m,0.16m,N/A,0.05m,25th Oct 11  ,N/A
829,Wanted: Weapons of Fate,X360,Warner Bros. Interactive  ,GRIN  ,6.5  ,6.2  ,N/A  ,N/A,0.37m,0.17m,0.15m,0.00m,0.04m,24th Mar 09  ,N/A
830,Destiny 2: Forsaken,PS4,Activision  ,Bungie  ,N/A  ,N/A  ,N/A  ,N/A,0.36m,0.19m,0.11m,N/A,0.06m,04th Sep 18  ,07th Aug 18
831,GoldenEye: Rogue Agent,GC,Electronic Arts  ,Dreamworks Games  ,N/A  ,5.9  ,N/A  ,N/A,0.36m,0.28m,0.07m,N/A,0.01m,22nd Nov 04  ,N/A
832,NARC,PS2,Midway Games  ,Point of View  ,N/A  ,5.5  ,N/A  ,N/A,0.36m,0.18m,0.14m,N/A,0.05m,22nd Mar 05  ,N/A
833,Sniper: Ghost Warrior 3,PS4,City Interactive  ,City Interactive  ,N/A  ,N/A  ,N/A  ,N/A,0.36m,0.14m,0.15m,0.03m,0.06m,25th Apr 17  ,29th May 18
834,Left 4 Dead 2,PC,Valve  ,Certain Affinity / Valve Software  ,9.0  ,9.0  ,N/A  ,N/A,0.36m,N/A,0.32m,N/A,0.04m,17th Nov 09  ,N/A
835,Earth Defense Force 2025,PS3,D3Publisher  ,Sandlot  ,N/A  ,N/A  ,N/A  ,N/A,0.36m,0.04m,0.03m,0.27m,0.01m,18th Feb 14  ,16th Oct 18
836,SOCOM: Tactical Strike,PSP,Sony Computer Entertainment  ,Slant Six  ,N/A  ,7.1  ,N/A  ,N/A,0.36m,0.32m,0.01m,N/A,0.03m,06th Nov 07  ,N/A
837,Really Big Sky,PC,Unknown  ,Boss Baddie  ,N/A  ,N/A  ,N/A  ,0.36m,N/A,N/A,N/A,N/A,N/A,N/A  ,11th Feb 19
838,Metro: Last Light,X360,Deep Silver  ,4a-games  ,N/A  ,N/A  ,N/A  ,N/A,0.35m,0.17m,0.15m,0.00m,0.03m,14th May 13  ,17th Jul 18
839,Call of Duty: Ghosts,WiiU,Activision  ,Infinity Ward  ,N/A  ,8.8  ,N/A  ,N/A,0.35m,0.22m,0.09m,0.01m,0.03m,05th Nov 13  ,21st Mar 18
840,Halo: Spartan Assault,PC,Microsoft Studios  ,Vanguard Games  ,N/A  ,N/A  ,N/A  ,0.35m,N/A,N/A,N/A,N/A,N/A,18th Jul 13  ,27th Sep 18
841,The Operative: No One Lives Forever,All,Fox Interactive  ,Monolith Productions  ,N/A  ,N/A  ,N/A  ,0.35m,N/A,N/A,N/A,N/A,N/A,09th Nov 00  ,10th Apr 21
842,Resident Evil: Dead Aim,PS2,Capcom  ,Cavia Inc.  ,N/A  ,6.7  ,N/A  ,N/A,0.35m,0.17m,0.13m,N/A,0.04m,18th Jun 03  ,N/A
843,Terminator Salvation,X360,Warner Bros. Interactive  ,Halcyon  ,N/A  ,5.2  ,N/A  ,N/A,0.35m,0.13m,0.18m,0.00m,0.04m,19th May 09  ,N/A
844,Tom Clancy's Rainbow Six: Lockdown,PS2,Ubisoft  ,Red Storm Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.35m,0.17m,0.13m,N/A,0.04m,06th Sep 05  ,N/A
845,Metal Arms: Glitch in the System,PS2,VU Games  ,Mass Media  ,N/A  ,N/A  ,N/A  ,N/A,0.35m,0.17m,0.13m,N/A,0.04m,18th Nov 03  ,N/A
846,Enemy Territory: Quake Wars,PS3,Activision  ,Z-Axis  ,N/A  ,N/A  ,N/A  ,N/A,0.35m,0.23m,0.07m,N/A,0.04m,27th May 08  ,N/A
847,Hitman: Contracts,XB,Eidos Interactive  ,IO Interactive  ,N/A  ,N/A  ,N/A  ,N/A,0.34m,0.26m,0.07m,N/A,0.01m,20th Apr 04  ,N/A
848,Carnival,2600,Coleco  ,Coleco  ,N/A  ,N/A  ,N/A  ,N/A,0.34m,0.32m,0.02m,N/A,0.00m,01st Jan 82  ,N/A
849,Point Blank,PS,Namco  ,Namco  ,N/A  ,N/A  ,N/A  ,N/A,0.34m,0.05m,0.03m,0.23m,0.02m,30th Apr 98  ,N/A
850,F.E.A.R.,X360,Vivendi Games  ,Day 1 Studios  ,N/A  ,8.6  ,N/A  ,N/A,0.34m,0.28m,0.03m,N/A,0.03m,31st Oct 06  ,N/A
851,The Shoot,PS3,Sony Computer Entertainment  ,Cohort Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.34m,0.13m,0.15m,0.01m,0.05m,26th Oct 10  ,N/A
852,Space Beret,PC,Unknown  ,Amaterasu Software  ,N/A  ,N/A  ,N/A  ,0.34m,N/A,N/A,N/A,N/A,N/A,N/A  ,13th Feb 19
853,007 Legends,PS3,Activision  ,Eurocom  ,N/A  ,N/A  ,N/A  ,N/A,0.34m,0.11m,0.17m,N/A,0.06m,16th Oct 12  ,16th Oct 18
854,Sniper: Ghost Warrior 2,PS3,City Interactive  ,City Interactive  ,6.4  ,N/A  ,N/A  ,N/A,0.34m,0.05m,0.20m,0.03m,0.05m,12th Mar 13  ,N/A
855,Delta Force: Black Hawk Down,XB,NovaLogic  ,Climax Group  ,N/A  ,N/A  ,N/A  ,N/A,0.34m,0.25m,0.07m,N/A,0.01m,26th Jul 05  ,N/A
856,Hard Reset,PC,Kalypso Media  ,Flying Wild Hog  ,N/A  ,7.6  ,N/A  ,0.34m,N/A,N/A,N/A,N/A,N/A,13th Mar 12  ,N/A
857,Tom Clancy's Ghost Recon Advanced Warfighter,XB,Ubisoft  ,Ubisoft Shanghai  ,N/A  ,N/A  ,N/A  ,N/A,0.33m,0.21m,0.11m,N/A,0.01m,09th Mar 06  ,N/A
858,Call of Duty: Infinite Warfare,PC,Activision  ,Infinity Ward  ,N/A  ,N/A  ,N/A  ,N/A,0.33m,0.12m,0.19m,N/A,0.03m,04th Nov 16  ,14th Jan 18
859,Deus Ex: Invisible War,XB,Eidos Interactive  ,Ion Storm  ,N/A  ,8.5  ,N/A  ,N/A,0.33m,0.25m,0.07m,N/A,0.01m,02nd Dec 03  ,N/A
860,Fracture,X360,LucasArts  ,Day 1 Studios  ,N/A  ,4.0  ,N/A  ,N/A,0.33m,0.15m,0.14m,0.00m,0.04m,07th Oct 08  ,N/A
861,Call of Duty 2: Big Red One,GC,Activision  ,Treyarch  ,N/A  ,7.5  ,N/A  ,N/A,0.33m,0.25m,0.07m,N/A,0.01m,01st Nov 05  ,N/A
862,PlayerUnknown's Battlegrounds,PS4,Sony Interactive Entertainment  ,PUBG Corporation  ,N/A  ,N/A  ,N/A  ,N/A,0.33m,0.13m,0.15m,N/A,0.05m,07th Dec 18  ,18th Nov 18
863,Parodius,PS,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,0.33m,N/A,N/A,0.31m,0.02m,01st Jan 96  ,N/A
864,Sniper Elite III,X360,505 Games  ,Rebellion Developments  ,N/A  ,N/A  ,N/A  ,N/A,0.33m,0.18m,0.12m,N/A,0.03m,01st Jul 14  ,22nd Sep 18
865,Medal of Honor: Warfighter,PC,Electronic Arts  ,Danger Close Games  ,N/A  ,N/A  ,N/A  ,N/A,0.33m,0.14m,0.16m,N/A,0.03m,23rd Oct 12  ,13th Jan 18
866,SWAT: Global Strike Team,PS2,Sierra Entertainment  ,Argonaut Games  ,N/A  ,N/A  ,N/A  ,N/A,0.32m,0.16m,0.12m,N/A,0.04m,29th Oct 03  ,N/A
867,Ratz Instagib,PC,Unknown  ,Lino Slahuschek  ,N/A  ,N/A  ,N/A  ,0.32m,N/A,N/A,N/A,N/A,N/A,N/A  ,13th Feb 19
868,Operation Flashpoint: Red River,PS3,Codemasters  ,Codemasters  ,N/A  ,6.8  ,N/A  ,N/A,0.32m,0.06m,0.14m,0.07m,0.05m,07th Jun 11  ,N/A
